Feature,Corr_Score,Abs_Correlation,RF_Score,Importance,MI_Score_Norm,MI_Score,Composite_Score
NatCen,0.006237184947193904,0.002732102770401484,0.0005478651047380814,0.00011531455027804979,0.20148207829318787,0.15385540691133048,0.06942237611503994
EFFORT2,0.14238516350531774,0.06236962715879735,0.00011218015729112824,2.361165965175255e-05,0.06315743131270708,0.04822817183745265,0.06855159165843866
science_q10_total_timing,0.1357523622536597,0.05946423076144821,0.00018698726889500438,3.9357047261946977e-05,0.05786798663036838,0.04418905495504699,0.06460244538430769
reading_q2_total_timing,0.03423498819304407,0.014996109122747485,0.0004197064874601036,8.83397471963096e-05,0.1580782387666109,0.12071143972354825,0.06424431114903835
WB153,0.14132672239998476,0.06190599333990793,1.107720514064806e-05,2.3315281774374058e-06,0.04396648956128434,0.03357361706419759,0.061768096388803255
reading_q4_total_timing,0.016097640132239875,0.007051323245113225,0.0007611108837417916,0.00016019848410015584,0.16797767815626616,0.1282708330372957,0.06161214305741594
Option_WBQ,0.09931647430967047,0.04350405141185289,2.0699019609112573e-06,4.356725983784746e-07,0.08498729789002991,0.06489785796301817,0.06143528070055376
WB168,0.12776193610110229,0.05596414769305818,1.2219902760945453e-05,2.5720429703103464e-06,0.04994317871749414,0.03813752641981338,0.05923911157378579
EFFORT1,0.027169268177098874,0.011901079330640706,0.0001784285317726188,3.755560578724715e-05,0.14794949525746184,0.11297694558242188,0.05843239732211111
WB166,0.12320439574868713,0.05396778735927459,6.619945268506214e-06,1.3933649084441066e-06,0.04704081580873129,0.035921228920229975,0.05675061050089564
FL166,0.1033191270769975,0.045257351788089005,2.261220862757165e-05,4.759413669772674e-06,0.06405272652638264,0.048911835667867276,0.05579815527066923
